Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Ghana,43.93737866,44.64105073,45.34846921,46.05479736,46.75720045,47.45284378,48.13889262,48.81251227,49.47086799,50.11112509,50.72969268,51.33040866,51.91979184,52.49857945,53.06633988,53.62264152,54.16705276,54.69914198,55.21847757,55.72462791,56.2171614,56.69525568,57.2506096,57.80747378,58.3654868,
Gibraltar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Guinea,30.92311056,31.21769484,31.51313621,31.8086015,32.10325756,32.39627122,32.6868093,32.97403866,33.25712612,33.53523852,33.80754269,34.07320547,34.33139369,34.5812742,34.81779208,35.03731918,35.31002808,35.58273315,35.85543823,36.12815475,36.48022081,36.85021784,37.23849675,37.6454084,38.07130367,
"Gambia, The",46.97223329,48.34919798,49.57311534,50.6010078,51.50620226,52.35821327,53.16032854,53.91961094,54.64312335,55.33792863,56.01108966,56.6696693,57.32073042,57.97030561,58.61417997,59.24584994,59.86524725,60.47171266,61.06458693,61.64321085,62.20692517,62.75507066,63.2869881,63.80201825,64.29941034,
Guinea-Bissau,36.84120544,37.16278394,37.47349244,37.77730557,38.078198,38.38014437,38.68711932,39.0030975,39.33205357,39.67164342,40.00955963,40.43911362,40.86860275,41.29763794,41.72719955,42.15681458,42.58610916,43.01557922,43.44490814,43.8745575,44.30383301,44.7334137,45.16271591,45.59238434,46.11320442,
Equatorial Guinea,38.81545871,38.86383654,39.19691504,39.89590249,40.93040097,42.28145972,43.93012797,45.85745495,48.04448991,50.47228206,53.12188065,55.97433491,59.01069407,62.21200736,65.55932402,68.95127062,69.25326985,69.55160191,69.83966237,70.11754195,70.38533142,70.6431215,70.89100294,71.12906649,71.35740287,
Greece,72.66564291,72.84607038,73.09771096,73.43226802,73.82676029,74.26173767,74.71775006,75.17534735,75.61507946,76.01749627,76.3631477,76.63526099,76.86797974,77.09519997,77.31304863,77.51944263,77.71229888,77.88953426,78.04906568,78.18881005,78.30668425,78.38848986,78.5502191,78.77463038,78.99678565,
Grenada,35.8702371,35.91999739,35.91991799,35.91943852,35.91819584,35.91582608,35.91196538,35.90624988,35.89831572,35.88779903,35.87433595,35.86010911,35.86527558,35.87922426,35.90146243,35.93194911,35.97060142,36.01732964,36.07204214,36.13464657,36.20505025,36.28316037,36.36888402,36.46212824,36.56280005,
Greenland,81.45178223,81.79061127,82.07528687,82.34859467,82.56343079,82.68991089,82.84719849,83.2039566,83.62182617,83.85561371,84.27848816,84.5286026,84.88645935,85.37258911,85.67723846,86.04625702,86.22610474,86.39155579,86.72509766,87.02178955,87.2840882,87.54520176,87.80494053,88.06311477,88.31953479,
Guatemala,43.24347551,44.6780956,45.77547319,46.58653897,47.32681949,48.05579516,48.76763562,49.45651051,50.11658945,50.74204209,51.32703806,51.86574699,52.35233852,52.78098228,53.1458479,53.44110503,53.66092329,53.79947231,53.8459623,54.18822673,54.54831679,54.90470716,55.25812282,55.60823196,55.95470273,
Guam,93.13953162,93.27810716,93.41662195,93.55028706,93.67583265,93.78998883,93.88948576,93.97105357,94.03142239,94.06732236,94.07651733,94.07710544,94.07772767,94.07827514,94.07874768,94.07914511,94.07946726,94.07971395,94.079885,94.07998025,94.08049911,94.08843277,94.10682618,94.13493416,94.17263466,
Guyana,28.76103906,28.61946272,28.47967768,28.30834725,28.06688502,27.77585507,27.46045823,27.14589534,26.8573672,26.62007465,26.45921851,26.39999962,26.39999962,26.40038914,26.4018152,26.40439183,26.40808929,26.41290555,26.41883785,26.42588348,26.43403974,26.44330396,26.45367351,26.46514573,26.47771799,
High income,76.12435871,76.38358047,76.70572876,77.06063838,77.40959749,77.7101607,77.99066581,78.25861619,78.49979727,78.68680433,78.84958562,78.9755394,79.07613389,79.1842547,79.28166928,79.38737746,79.49953547,79.56463616,79.62452416,79.68684676,79.74252722,79.80876493,79.90463089,80.01749979,80.13222522,
"Hong Kong SAR, China",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Honduras,45.32333544,45.86230336,46.41941901,46.9901846,47.57397761,48.17038842,48.77900742,49.39942502,50.03123161,50.67401757,51.32737332,51.99088923,52.66415571,53.35637913,53.87680891,54.38284738,54.88684146,55.38773223,55.88525777,56.37915614,56.8691654,57.35502364,57.8364689,58.31323927,58.78507281,
Heavily indebted poor countries (HIPC),28.2569513,28.59691424,28.91552526,29.22321687,29.546253,29.87569111,30.22517737,30.54075457,30.97640218,31.36783666,31.76832382,32.17635885,32.58419258,33.01262574,33.45444442,33.88110072,34.31123194,34.74910171,35.19611081,35.61384604,36.03005938,36.47249906,36.94724795,37.38967172,37.86806789,
Croatia,55.68183193,55.69138291,55.67454686,55.63869602,55.58908787,55.53072175,55.46859697,55.40771287,55.35306878,55.30966403,55.28249793,55.27737933,55.30428886,55.36594797,55.45918349,55.58125945,55.72943986,55.90098874,56.0931701,56.30324796,56.52848634,56.76835026,56.99775717,57.24315607,57.51589817,
Haiti,36.84084979,38.38718326,39.97089851,41.20076033,41.87057463,42.57917719,43.28464449,43.9866172,44.68473595,45.3786414,46.06797418,46.75237495,47.43148435,48.10494302,48.77239162,49.43347078,50.08782115,50.73508338,51.37489811,52.006906,52.63074767,53.24606379,53.852495,54.44968193,55.03726525,
Hungary,64.26023444,64.64688028,65.04000092,64.84529877,65.02253723,66.12613678,67.01558685,67.00416565,68.09769861,68.45925903,69.5305481,69.47799341,69.57723267,69.92776363,70.30710535,70.48477173,70.47338104,70.45425415,70.47117615,70.45652771,70.29173279,70.20592753,70.15850642,70.29230269,70.49182594,
IBRD only,43.66670239,44.29058458,44.97547581,45.6701134,46.29379056,46.91456937,47.5769747,48.29610476,48.89034669,49.56934833,50.10802086,51.14708548,51.78552034,52.49990144,53.18372168,53.93328683,54.60152072,55.22222279,55.85983926,56.42848524,56.8651715,57.41873414,57.7552338,58.03074705,58.32595212,
IDA & IBRD total,40.61739052,41.16786183,41.76658158,42.37626408,42.93648457,43.4950448,44.0849273,44.7090025,45.24337668,45.82911686,46.30312483,47.15901746,47.72413392,48.35162871,48.93360697,49.5541696,50.116143,50.64358847,51.18197013,51.66408439,52.04413317,52.50674102,52.81486439,53.08080123,53.36734237,
IDA total,29.90055533,30.32803389,30.77136166,31.23673308,31.72617807,32.22300941,32.72711438,33.20496584,33.70587694,34.15219636,34.5794774,35.02578884,35.50890706,35.99723528,36.40616208,36.78750129,37.19158341,37.6103588,38.04028335,38.46682132,38.89191172,39.32196358,39.77080126,40.2218272,40.68447744,
IDA blend,37.10260161,37.60774262,38.14499504,38.70460423,39.27120381,39.83487782,40.38882502,40.88890516,41.34464403,41.7469202,42.11519975,42.5084885,42.91593232,43.32757563,43.75247513,44.19017065,44.65002512,45.11442595,45.57670653,46.05432337,46.56859049,47.09493229,47.63301292,48.17736732,48.69583591,
Indonesia,41.98615406,42.90188952,43.7824069,44.63017615,45.44767364,46.23737576,47.00175887,47.74329936,48.4644736,49.16775798,49.85213751,50.48300171,51.15939331,51.83074951,52.50021362,53.17207718,53.81255722,54.45410156,55.09568405,55.73820496,56.27852876,56.87617025,57.49347042,58.11793534,58.75096354,
IDA only,26.0608753,26.43456073,26.82342453,27.23527331,27.67505466,28.12863122,28.60017624,29.05425236,29.56453399,30.02041928,30.46643668,30.9333638,31.45521811,31.98242004,32.3834468,32.73809769,33.12183162,33.52668261,33.95006277,34.3625497,34.75242382,35.14061655,35.55113392,35.96579127,36.41359446,
Isle of Man,51.82808876,51.82677264,51.72940508,51.53890946,51.3260536,51.16083821,51.11487124,51.23534811,51.46836631,51.73053754,51.93961703,52.02463241,52.05553173,52.08041071,52.09979134,52.11648405,52.13315322,52.14984157,52.16518939,52.17898982,52.19095198,52.19995597,52.19556092,52.18325717,52.16334058,
India,27.64704075,27.90286521,28.17568789,28.46602877,28.77260672,29.09454972,29.43098571,29.78104268,30.14384859,30.5185314,30.90421908,31.27465029,31.58989356,31.90967892,32.22882334,32.547299,32.8650781,33.18213282,33.49843535,33.81395788,34.12867261,34.44255172,34.7555674,35.06769184,35.37889724,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,59.12479979,59.37639236,59.636726,59.91201426,60.19947509,60.4882988,60.77036774,61.06019794,61.35819039,61.64210227,61.89106893,62.08727358,62.25293185,62.40471578,62.53540173,62.63921235,62.72293991,62.90351965,63.08445035,63.27370092,63.47133667,63.67742294,63.89202502,64.11520825,64.34703793,
"Iran, Islamic Rep.",64.47801208,65.21686554,65.92716217,66.60492706,67.25673676,67.87088013,68.31018505,68.80618993,69.3790073,69.99007684,70.60926268,71.20405094,71.7633634,72.30308735,72.83240704,73.35614036,73.87961001,74.40118408,74.80342865,75.20388794,75.59864044,75.99263763,76.33422089,76.67595673,77.02012634,
Iraq,67.63319138,67.75194152,67.89381017,68.05212718,68.22022238,68.39142562,68.55906673,68.71647554,68.8569819,68.97423285,69.05829534,69.12522339,69.22222137,69.44445038,69.66666412,69.9205246,69.91237783,69.89445112,69.87651489,69.86833954,69.86831665,69.86827087,69.86828613,69.8682785,69.88614941,
Iceland,91.9674192,92.04523046,92.16740226,92.32355593,92.43772934,92.37744102,92.1949009,92.36145717,93.06464422,93.44413406,93.45883481,93.41106112,93.51489258,93.61667252,93.61967163,93.72791977,93.78226471,93.77189823,93.8526667,93.97708474,94.13671029,94.21082064,94.17870712,94.15182618,94.18190399,
Israel,91.28096532,91.36502184,91.44449672,91.51768978,91.58290081,91.63842963,91.68257604,91.71363984,91.72928689,91.73197386,91.73164267,91.73040247,91.72765028,91.72278315,91.71519809,91.70429216,91.68946236,91.67010575,91.64561935,91.6154002,91.57884532,91.53535175,91.49798343,91.50895698,91.53618884,
Italy,67.19322838,67.27519882,67.35387866,67.42994146,67.50724997,67.58971693,67.68125507,67.78577713,67.90719584,68.04942395,68.21637418,68.40150739,68.76087942,69.30739899,69.58076386,69.61000061,69.59692325,69.51807843,69.48000336,69.50500107,69.51874924,69.48125076,69.48397798,69.53815401,69.60475351,
Jamaica,51.71655508,51.93419058,52.14672223,52.35648914,52.5637656,52.76852379,52.97073593,53.17037422,53.36741085,53.56181803,53.75356795,53.95658611,54.24788177,54.54881981,54.86603957,55.1995248,55.54925928,55.91522675,56.29741099,56.69579574,57.11036476,57.54110179,57.9879906,58.45101494,58.93015854,
Jordan,78.28482475,78.29023653,78.29729189,78.30694203,78.31853504,78.41212623,78.75561257,79.33582707,80.12909662,81.1117481,82.26010839,83.55050438,84.95926296,86.46271102,88.03717543,89.88813919,90.56272795,90.87646097,91.20088591,91.51596649,91.8216723,92.11797291,92.40483791,92.68223687,92.95013938,
Japan,78.61268033,79.15774821,80.54698607,82.42067784,84.37105419,85.95736205,87.1460899,88.27014045,89.29215638,90.11311587,90.62285868,90.86316544,91.02652773,91.15165957,91.25489451,91.35326441,91.45412549,91.54984197,91.63773186,91.71642079,91.78099263,91.87410493,91.97765324,92.08269039,92.1901718,
Kazakhstan,56.02396077,55.78137171,55.50459113,55.21152772,54.92009022,54.64818735,54.41372781,54.23462033,54.12877364,54.11671447,54.20541275,54.39960864,54.69208193,55.07797648,55.55243618,56.11060489,56.7476265,57.45864487,58.23880389,59.08324743,59.98711935,61.03025428,61.44415733,61.75609195,62.07253158,
Kenya,19.45538322,20.44162971,21.85865681,23.56388981,25.41475397,27.26867456,28.98307686,30.41538612,31.42302763,31.86030867,31.87132877,31.8673949,31.85581301,31.83244544,31.79315453,31.7338026,31.65025201,31.53836508,31.39400416,31.18955664,31.20634946,31.2879334,31.43078201,31.63303408,31.89378317,
Kyrgyz Republic,35.32160678,35.31602737,35.31187032,35.30865198,35.3058887,35.30309681,35.29979268,35.29549265,35.28971306,35.28155236,35.26776824,35.2466508,35.21891622,35.18505292,35.1455493,35.10089377,35.05157472,34.99808057,34.94089972,34.88052058,34.81743154,34.75212102,34.70030535,34.70643918,34.72199779,
Cambodia,18.62422167,18.71868187,18.80364173,18.88817653,18.98136153,19.09227201,19.22998324,19.4035705,19.65745099,20.19797287,21.12322512,22.38247885,23.94110476,25.76447351,27.81795578,30.06692225,32.4767436,35.01279051,37.64043364,39.58302413,39.83265803,40.10918581,40.37461619,40.62907881,40.87270333,
Kiribati,43.32748088,43.47774406,43.49854571,43.51066831,43.52380253,43.54432744,43.73498264,44.62121418,45.94613255,47.3510239,48.46038396,49.12281695,49.58007867,49.96870433,50.39093089,50.95419704,51.7710553,52.97346973,54.50040231,56.28467271,58.41237141,59.63646453,60.57391266,61.52446762,62.46204313,
St. Kitts and Nevis,32.76429456,32.59606,32.43683544,32.28089815,32.12871992,31.98049758,31.83642793,31.69670779,31.56153397,31.43110329,31.30561257,31.20006484,31.20351388,31.21314856,31.22900153,31.25139297,31.28061719,31.31696425,31.360723,31.41218184,31.47162897,31.53935251,31.6156405,31.70078096,31.7950619,
"Korea, Rep.",79.57996075,79.87877044,80.27662945,80.70779351,81.10438678,81.39013523,81.56646211,81.7121258,81.83508331,81.92450451,81.9685076,81.96154081,81.90878982,81.82693835,81.73156828,81.63948986,81.55592418,81.47103043,81.3823523,81.29010635,81.17595956,81.16165265,81.16249416,81.16455517,81.16825285,
Kuwait,99,99.23475396,99.50902769,99.76557943,99.94716744,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Latin America & Caribbean (excluding high income),74.63518472,75.06959288,75.47073379,75.83496008,76.15921682,76.44450441,76.69402782,76.93218364,77.16237211,77.38531797,77.60305339,77.81387052,78.02749643,78.24869117,78.47420712,78.70525018,78.93820286,79.1732547,79.39536133,79.63464344,79.86925489,80.08503274,80.29444414,80.52622751,80.77023108,
Lao PDR,22.18409644,23.37288847,24.52478347,25.59458813,26.53710917,27.32249773,28.03787562,28.734305,29.40343481,30.04203115,30.64686009,31.21468771,31.7422801,32.22640334,32.66382352,33.12402044,33.82674555,34.51153464,35.205007,35.90728809,36.61850336,37.33877827,38.06823828,38.80700885,39.55521544,
Lebanon,86,86.14512381,86.29428466,86.44753518,86.60492797,86.76651567,86.93235088,87.10248623,87.27697433,87.45586781,87.63921928,87.82708137,88.01950668,88.21654785,88.41825748,88.6246882,88.83589263,89.05192339,89.27283309,89.49867435,89.7294998,89.96536205,90.20631371,90.45240742,90.70369578,
Liberia,43.7710043,44.1509656,44.56670153,45.0004573,45.43447815,45.8510093,46.23229599,46.61048508,47.10804979,47.62452559,48.14075171,48.65833028,49.17732476,49.69779862,50.21981532,50.7434383,51.26873102,51.79575696,52.32457955,52.85526226,53.38786856,53.92246189,54.45910571,54.99786348,55.53879867,
Libya,86.95085137,87.31944559,87.62561928,87.86598805,88.03716753,88.13577332,88.15995602,88.15602875,88.14744568,88.13458252,88.11771393,88.0970459,88.07279205,88.04514313,88.01420593,87.81591034,87.81600567,87.81667299,87.81848428,87.82201152,87.82782671,87.83650183,87.84860886,87.86471979,87.88540661,
St. Lucia,27.85322824,27.51603348,26.93832515,26.01195848,24.84591729,23.5419159,22.20166863,20.9268898,19.81929372,18.98059471,18.5125071,18.47434796,18.61930813,18.9258371,19.39154459,20.02042882,20.816488,21.78372036,22.92612411,24.24769747,25.75243866,27.44434589,29.09767853,29.09763132,29.09733542,
Latin America & Caribbean,75.56529388,75.97604517,76.35125018,76.69147353,76.99543364,77.26686855,77.50429414,77.73126074,77.95073759,78.16353748,78.37135488,78.57172073,78.76979061,78.97550563,79.18536545,79.40045973,79.61612436,79.82853317,80.01905115,80.22730191,80.43739184,80.63418715,80.82773278,81.04350315,81.2717001,
Least developed countries: UN classification,25.29697775,25.70425144,26.12359875,26.564709,27.0325253,27.51333761,28.00280729,28.45959326,28.9917994,29.4725533,29.93102265,30.36030555,30.77169005,31.20053003,31.65174415,32.10474831,32.56662533,33.0393666,33.51572412,33.96026976,34.386094,34.81704501,35.25892635,35.69593525,36.16546785,
Low income,29.07411637,29.34804542,29.57300093,29.77996473,30.01243536,30.23685302,30.48594425,30.78306676,31.06157727,31.33262071,31.6467021,32.08044955,32.68545917,33.27757522,33.62073386,33.85981121,34.15876993,34.50838268,34.89059848,35.26279899,35.64810345,36.02312453,36.4160806,36.80477418,37.21817492,
Liechtenstein,14.98999977,14.89576038,14.8086675,14.72910643,14.65746249,14.59412096,14.53946717,14.49388642,14.457764,14.43148523,14.41543541,14.40999985,14.41245454,14.4201756,14.43369851,14.45355878,14.48029187,14.51443328,14.55651849,14.607083,14.66666229,14.69891594,14.69230701,14.67837612,14.6575849,
Sri Lanka,14.6196895,14.57395395,14.61078368,14.72566304,14.91300611,15.16727392,15.48292753,15.85442799,16.27623634,16.74281364,17.24862094,17.78811928,18.26176867,18.43231365,18.61538772,18.79625661,18.97476794,19.15076931,19.32410834,19.49463264,19.66218983,19.82662752,19.98779332,20.14553484,20.29969971,
Lower middle income,31.3184251,31.688566,32.08631818,32.5121911,32.95836949,33.42051664,33.89695146,34.37163488,34.84814585,35.32712261,35.79489591,36.24466309,36.66271812,37.09587958,37.52915052,37.94969341,38.3536375,38.75168435,39.1530054,39.5561177,39.96629452,40.38371575,40.7971368,41.21457855,41.61656633,
Low & middle income,39.43674341,40.0442923,40.70271352,41.36932644,41.98847522,42.60569349,43.24768946,43.92827016,44.50062251,45.13234931,45.64380957,46.55565666,47.16247605,47.83374618,48.45607534,49.1189517,49.72046956,50.2874702,50.86896166,51.39190456,51.80871983,52.3095924,52.63967041,52.92879107,53.23381852,
Lesotho,19.32739886,19.8975236,20.49262727,21.12310849,21.79936591,22.53179816,23.33298862,24.21879499,25.19663037,26.25910283,27.4004815,28.61503552,29.89703401,31.24074609,32.64044091,34.09038758,35.50779507,36.52836481,37.56909275,38.60409204,39.63293054,40.65517609,41.67039652,42.67815968,43.67803342,
Late-demographic dividend,45.93010304,46.82412162,47.84570153,48.88107542,49.77199544,50.65851319,51.63573555,52.73801617,53.55844959,54.52253137,55.20027741,56.91887635,57.80706928,58.77883048,59.65768789,60.72945789,61.76224684,62.73929979,63.75794149,64.63073875,65.26285339,66.12843535,66.5775786,66.90970679,67.25802267,
Lithuania,66.97683748,66.92860975,66.88871002,66.75966644,66.60225677,66.57849121,66.63815308,66.71849823,66.7527771,66.78166199,66.77128601,66.75183401,66.85367584,67.00920868,67.15149376,67.2282486,67.18942261,67.10129547,67.1464742,67.24573517,67.42546082,68.1912117,68.28664524,68.57545458,68.82858333,
Luxembourg,84.41821552,84.81732541,85.20342565,85.59062951,85.97990972,86.37356491,86.77389368,87.18319465,87.60376642,88.0379076,88.48791682,88.95628148,89.4405768,89.94137467,90.45778077,90.98936794,91.53570901,92.09637681,92.67094419,93.25898397,93.860069,94.58617434,94.76054009,94.80153003,94.84387029,
Latvia,68.05205614,68.01636605,67.98134507,67.94938405,67.92067028,67.89539106,67.87373366,67.85588539,67.84203352,67.83236535,67.82706818,67.8266897,67.83316389,67.84733448,67.86860354,67.89653957,67.93071109,67.97068661,68.01603464,68.06632369,68.12112229,68.18087915,68.25702181,68.35863163,68.48394926,
"Macao SAR, China",99.99579267,99.99989841,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
St. Martin (French part),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Morocco,53.58724711,53.89726135,54.22274583,54.57828111,54.97875697,55.43977987,55.96275896,56.53038413,57.12541693,57.73061891,58.32875165,58.90257669,59.4348556,59.90834993,60.30304862,60.64171247,60.96576565,61.2761057,61.56958228,61.84304502,62.0933436,62.31732766,62.51184686,62.67375084,62.7998124,
Monaco,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Moldova,40.41859818,39.67442703,39.62071991,39.59453583,39.44609451,39.37040329,39.21823883,39.4315033,39.37107086,39.32553482,39.28049469,39.3469162,39.36141968,39.42755127,39.62984848,39.69540405,39.73732376,39.9736557,40.32580948,40.77228928,41.33685303,41.81154251,42.40488434,43.00118256,43.51647186,
Madagascar,25.00957556,25.3079944,25.60374899,25.89676681,26.18697531,26.47430195,26.7586742,27.04001952,27.31826536,27.5933392,27.86516849,28.1336807,28.39880329,28.66046371,28.91858943,29.17310792,29.42394663,29.67103303,29.91811253,30.30469724,30.70194742,31.11371232,31.53978135,31.97994389,32.43398933,
Maldives,27.60385865,28.54991819,29.88816819,31.39133565,32.85419428,34.07151783,34.86786366,35.43407815,35.93351217,36.37182721,36.76461378,37.12746235,37.47596343,37.82570752,38.19388599,38.57715107,38.95608723,39.32787719,39.69233544,40.04927648,40.39851479,40.73986487,41.06417697,41.50968329,41.99821527,
"Middle East, North Africa, Afghanistan & Pakistan",48.69942202,49.01637054,49.27290689,49.51835739,49.80798845,50.10430792,50.37959769,50.68013299,50.98613503,51.27779036,51.49655144,51.84282697,52.34419051,52.93942469,53.32249174,53.63926324,53.90263757,54.0927614,54.24446533,54.44040809,54.68122401,54.81885682,55.1253638,55.43045512,55.694225,
Mexico,74.9203114,75.29075576,75.68407528,76.04617034,76.32743974,76.47486244,76.49824557,76.50473262,76.50904283,76.514393,76.52444414,76.56678023,76.65851991,76.79557681,76.97413671,77.19038542,77.44050874,77.72069246,78.02712239,78.35598433,78.6779606,78.93240074,79.19968322,79.47349357,79.7538806,
Marshall Islands,68.27559844,68.61707875,69.03808062,69.5231265,70.05673885,70.62344011,71.20775273,71.79419917,72.36730187,72.91158329,73.41156588,73.85537112,74.27051325,74.67906018,75.07905554,75.47025682,75.85242153,76.22530716,76.58867122,76.9422712,77.28586461,77.61631574,77.98559662,78.35939289,78.73256602,
Middle income,40.18117835,40.82180413,41.52411894,42.23846902,42.90002401,43.56178596,44.25100533,44.97922439,45.59229382,46.2712167,46.81716609,47.78780808,48.41212811,49.10573275,49.76781388,50.48540711,51.13431805,51.74371403,52.36908408,52.93440339,53.38353493,53.92659574,54.28099617,54.59227816,54.91822328,
North Macedonia,58.49183824,58.09431993,57.87261442,57.85017917,57.85279413,57.86142065,57.87965743,57.91110321,57.95935667,58.02801655,58.12068155,58.24095039,58.39242178,58.57869443,58.80336706,59.07003838,59.3823071,59.74377194,60.1580316,60.62868481,61.15933027,61.68419756,61.95305666,62.25183225,62.56453769,
Mali,18.97763104,19.31819501,19.67929804,20.05942312,20.45705329,20.87067154,21.2987609,21.73980436,22.19228496,22.65579552,23.13594618,23.6379674,24.16061688,24.70336269,25.26567287,25.84701549,26.44685861,27.06467029,27.69991859,28.35207157,29.0205973,29.70496383,30.40157057,31.0031889,31.60756212,
Malta,93.27833881,93.3621924,93.44310959,93.52410316,93.60818588,93.69851899,93.7986875,93.91182312,94.02947654,94.14237445,94.24124356,94.31559164,94.36262565,94.39065679,94.41251277,94.43876963,94.48000336,94.56918063,94.72423733,94.93320325,95.18410823,95.51453436,95.60031551,95.62722771,95.65462645,
Myanmar,27.53460727,27.71070641,27.88497005,28.05680261,28.22560853,28.39079224,28.55175819,28.70791079,28.8586545,29.00339373,29.14153292,29.27247651,29.39562894,29.51039462,29.61643421,29.71668212,29.81291656,29.90517277,29.99357405,30.07824369,30.159305,30.23688125,30.31109576,30.38207181,30.44990841,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",46.31478834,46.59497682,46.81093633,47.01794341,47.27462266,47.53193005,47.75126601,47.9731071,48.20307791,48.43734404,48.69022962,49.00445476,49.46909508,50.01902613,50.37564266,50.61921483,50.82736188,51.02128913,51.22783263,51.46159291,51.68968573,51.91578874,52.16932899,52.42339127,52.64183052,
Montenegro,59.08992601,60.13878796,61.02618172,61.69866162,62.21049832,62.67636806,63.11130859,63.5035791,63.8414388,64.11314689,64.30696258,64.42109148,64.52440087,64.6252988,64.72321438,64.81816529,64.91016923,64.99924387,65.08540689,65.16867599,65.24906884,65.32660313,65.40129654,65.47316676,65.54223147,
Mongolia,56.73054471,57.21559139,58.13101205,59.35469866,60.78299946,62.3122627,63.83883663,65.2590695,66.46930955,67.36590503,67.82980183,67.91960588,67.95227825,67.97767501,67.99413572,67.99999999,67.97767548,67.92605832,67.86834448,67.82772996,68.08947718,69.2153244,69.78380585,70.44644928,70.956604,
Northern Mariana Islands,90.15782126,90.25183058,90.34083508,90.42440819,90.50364161,90.57962706,90.65345623,90.72622085,90.79901261,90.87292323,90.94881803,91.02533679,91.10119276,91.17649419,91.25123444,91.32540685,91.39900479,91.47202159,91.54445062,91.61628521,91.69083674,91.78421373,91.87857886,91.97541129,92.07472609,
Mozambique,29.24236973,29.41370978,29.56863233,29.71463403,29.85921148,30.00986132,30.17408017,30.35981313,30.56253577,30.77155921,30.98617798,31.206223,31.43152517,31.6619154,31.89722458,32.13728363,32.38192344,32.62744115,32.99025591,33.41772415,33.90440064,34.44992594,35.0536638,35.71497831,36.43323374,
Mauritania,38.05558585,38.10707632,38.39003784,38.88669223,39.56855757,40.40715193,41.37399342,42.44060012,43.5784901,44.75918147,45.95419231,47.1350407,48.27324474,49.35539732,50.46947912,51.668035,52.91856273,54.19704485,55.1305077,56.05962158,56.98367011,57.90153514,58.81209962,59.71424647,60.60685864,
Mauritius,42.06312306,41.88272142,41.69868299,41.51270653,41.326554,41.14198742,40.96076875,40.78466001,40.61542317,40.45482023,40.30461318,40.16659232,40.03695116,39.91088486,39.7887572,39.67096106,39.55788933,39.44993487,39.34749056,39.25094928,39.16070391,39.07714732,39.00001259,39.00399011,39.0162147,
Malawi,14.67706033,14.78040072,14.87224874,14.95513847,15.03160398,15.10417937,15.1753987,15.24779607,15.32380299,15.40153128,15.47769694,15.55231539,15.6253133,15.69661735,15.76615419,15.83385049,15.89963294,15.96342819,16.02214866,16.13837466,16.29614718,16.48819258,16.7146032,16.97487467,17.26850353,
Malaysia,61.96945645,63.01808777,64.05636847,65.07509329,66.06478891,67.01598202,67.91919928,68.76496739,69.54381301,70.24626284,70.86253148,71.42451667,71.96801279,72.48827171,72.98022069,73.438787,73.85889789,74.23548064,74.56346251,74.83777077,75.05118956,75.50886282,75.97413571,76.44347521,76.91702966,
North America,79.03458726,79.26682176,79.50614416,79.74330613,79.97007434,80.17829911,80.36005241,80.5118308,80.62963658,80.70584554,80.73427884,80.73971212,80.73376522,80.71648087,80.68632038,80.64172237,80.58168994,80.50591593,80.41261367,80.29814278,80.20189899,80.23503934,80.27787601,80.33587417,80.40690976,
Namibia,32.11689564,32.85750584,33.64593015,34.54600637,35.53564767,36.58700146,37.67221516,38.76343621,39.83281203,40.85249003,41.79461766,42.62760756,43.38040792,44.11067691,44.82142482,45.51035544,46.17517256,46.81357997,47.42328144,48.00198077,48.54738175,49.05718815,49.52910377,49.95458378,50.40880303,
New Caledonia,61.61032871,61.9960127,62.41180353,62.85407254,63.31175008,63.91839104,64.75080258,65.62048022,66.32575098,66.66318596,66.70383622,66.72620912,66.74170599,66.75841279,66.78463871,66.82780455,66.89020547,66.96833933,67.05888098,67.15746737,67.27472611,67.41307765,67.5720305,67.75152231,67.95146956,
Niger,16.13076782,16.26872253,16.26872063,16.26872253,16.26872253,16.26872253,16.26757249,16.2641887,16.2586707,16.251118,16.24163013,16.23030661,16.2141284,16.21625957,16.24504246,16.30356066,16.38982805,16.50369879,16.64490118,16.8131465,17.008142,17.22959367,17.47720701,17.75068733,18.04973985,
Nigeria,43.27850513,44.12624214,44.97930255,45.83720809,46.69948049,47.56564148,48.42427199,49.23579872,50.05052123,50.86453485,51.67781883,52.49035242,53.3021149,54.11308552,54.92324353,55.73256821,56.54103879,57.34863456,58.15533475,58.96111864,59.76596548,60.56985454,61.37276506,62.17467632,62.97556756,
