Entity,Year,Greenhouse gas emissions per capita
Brazil,2019,11.900069
Brazil,2020,12.32247
Brazil,2021,13.240097
Brazil,2022,13.670547
Brazil,2023,13.345687
Brazil,2024,13.228536
Bulgaria,2000,6.8486023
Bulgaria,2001,7.1468396
Bulgaria,2002,6.913642
Bulgaria,2003,7.647926
Bulgaria,2004,7.1227775
Bulgaria,2005,7.3897014
Bulgaria,2006,7.479793
Bulgaria,2007,8.154737
Bulgaria,2008,8.1482
Bulgaria,2009,7.285257
Bulgaria,2010,7.795081
Bulgaria,2011,9.029452
Bulgaria,2012,8.442721
Bulgaria,2013,7.2679505
Bulgaria,2014,7.675163
Bulgaria,2015,8.282166
Bulgaria,2016,7.948747
Bulgaria,2017,8.352539
Bulgaria,2018,7.7646437
Bulgaria,2019,7.6140366
Bulgaria,2020,6.8361783
Bulgaria,2021,7.610645
Bulgaria,2022,8.297977
Bulgaria,2023,6.375943
Bulgaria,2024,5.9598427
Canada,2000,31.057178
Canada,2001,30.365082
Canada,2002,29.72726
Canada,2003,29.796
Canada,2004,29.527658
Canada,2005,28.887848
Canada,2006,27.791416
Canada,2007,27.412447
Canada,2008,26.433825
Canada,2009,23.612288
Canada,2010,23.286385
Canada,2011,24.623545
Canada,2012,24.562958
Canada,2013,24.486923
Canada,2014,24.69511
Canada,2015,24.468214
Canada,2016,23.283136
Canada,2017,23.869194
Canada,2018,23.41353
Canada,2019,22.798832
Canada,2020,20.852736
Canada,2021,21.369272
Canada,2022,21.005362
Canada,2023,20.994154
Canada,2024,20.198366
Chile,2000,6.724094
Chile,2001,6.4492183
Chile,2002,6.2360387
Chile,2003,6.571243
Chile,2004,6.6311183
Chile,2005,6.7280397
Chile,2006,6.6462584
Chile,2007,7.1901755
Chile,2008,7.4583397
Chile,2009,6.8900075
Chile,2010,7.134177
Chile,2011,7.351103
Chile,2012,7.525238
Chile,2013,7.408627
Chile,2014,7.066875
Chile,2015,7.0903993
Chile,2016,7.102788
Chile,2017,6.9358673
Chile,2018,6.725559
Chile,2019,6.910745
Chile,2020,6.4279156
Chile,2021,6.1170154
Chile,2022,6.0102987
Chile,2023,5.403839
Chile,2024,5.2821336
China,2000,4.160504
China,2001,4.1308656
China,2002,4.3518033
China,2003,4.923224
China,2004,5.253505
China,2005,5.764417
China,2006,6.2331123
China,2007,6.5633135
China,2008,6.9308395
China,2009,7.184018
China,2010,7.62744
China,2011,8.345987
China,2012,8.416323
China,2013,8.4788885
China,2014,8.421998
China,2015,8.339434
China,2016,8.10709
China,2017,8.2294655
China,2018,8.449486
China,2019,8.656276
China,2020,8.781991
China,2021,9.084501
China,2022,9.435246
China,2023,9.79513
China,2024,9.939262
Colombia,2000,4.7867937
Colombia,2001,4.1622133
Colombia,2002,5.2407174
Colombia,2003,8.028163
Colombia,2004,5.0797358
Colombia,2005,4.1638517
Colombia,2006,4.6889067
Colombia,2007,4.786384
Colombia,2008,4.2480373
Colombia,2009,4.220222
Colombia,2010,4.089981
Colombia,2011,6.4011307
Colombia,2012,10.43731
Colombia,2013,7.1670055
Colombia,2014,6.0411086
Colombia,2015,5.4059086
Colombia,2016,4.8899336
Colombia,2017,6.4377317
Colombia,2018,6.25642
Colombia,2019,5.5208006
Colombia,2020,4.82148
Colombia,2021,4.890602
