region_country,year,code,Greenhouse gas emissions per capita,population,electricity_generation,Urban_pct
South Africa,2024,ZAF,8.479182,64007187,247.5200043,63.69179849
South Africa,2025,ZAF,,64747319,242.7599945,
Spain,2000,ESP,8.812179,41019772,220.9199982,76.16505523
Spain,2001,ESP,8.901756,41245602,233.0700073,76.31568895
Spain,2002,ESP,9.41053,41755703,239.9100037,76.49342172
Spain,2003,ESP,9.432324,42506540,257.2999878,76.70933559
Spain,2004,ESP,9.529971,43234562,276.6099854,76.95496275
Spain,2005,ESP,9.600847,43958883,289.4599915,77.22068019
Spain,2006,ESP,9.186189,44695446,295.5899963,77.49686488
Spain,2007,ESP,9.249037,45516501,301.8599854,77.77389379
Spain,2008,ESP,8.349946,46235055,309.7900085,78.0421439
Spain,2009,ESP,7.483469,46635182,290.7200012,78.29199219
Spain,2010,ESP,7.0639944,46840469,297.7999878,78.51381562
Spain,2011,ESP,7.532238,46998040,291.5400085,78.69539796
Spain,2012,ESP,6.9483566,47018323,293.9500122,78.84556803
Spain,2013,ESP,6.465498,46860394,281.4599915,78.98580869
Spain,2014,ESP,6.5134735,46720187,274.4400024,79.11967138
Spain,2015,ESP,6.845182,46683683,277.1700134,79.24548927
Spain,2016,ESP,6.6345615,46732768,270.7000122,79.36159553
Spain,2017,ESP,6.83814,46868594,272.3800049,79.46632331
Spain,2018,ESP,6.810658,47092817,271.3999939,79.55800578
Spain,2019,ESP,6.3181233,47435121,270.519989,79.63497611
Spain,2020,ESP,5.523452,47679482,259.4700012,79.69556746
Spain,2021,ESP,6.1565533,47735670,270.75,79.7846243
Spain,2022,ESP,6.086297,47828386,287.1499939,79.95487946
Spain,2023,ESP,5.6440225,47911583,279.1099854,80.128491
Spain,2024,ESP,5.7417855,47910533,280.9400024,80.31519982
Spain,2025,ESP,,47889960,287.8900146,
Sweden,2000,SWE,7.87887,8872099,145.2299957,84.04000092
Sweden,2001,SWE,8.090505,8896018,161.6000061,84.08271528
Sweden,2002,SWE,8.152996,8925045,146.6999969,84.13425084
Sweden,2003,SWE,8.412477,8958434,135.3899994,84.19542897
Sweden,2004,SWE,8.755857,8993805,151.5599976,84.26707105
Sweden,2005,SWE,8.497,9029771,158.3600006,84.34999847
Sweden,2006,SWE,8.252128,9080628,143.2799988,84.45532006
Sweden,2007,SWE,8.116062,9148280,148.8200073,84.59068755
Sweden,2008,SWE,7.846867,9219903,149.8999939,84.75173667
Sweden,2009,SWE,7.38936,9298738,136.6000061,84.93410319
Sweden,2010,SWE,8.036456,9378234,148.4499969,85.13342285
Sweden,2011,SWE,7.316459,9449263,150.2799988,85.36007489
Sweden,2012,SWE,7.0849986,9519477,166.4400024,85.62506689
Sweden,2013,SWE,6.7113495,9600620,153.0299988,85.92497713
Sweden,2014,SWE,6.417304,9696438,153.5599976,86.25638387
Sweden,2015,SWE,6.409536,9799483,162,86.61586541
Sweden,2016,SWE,6.3912687,9923281,155.8899994,87
Sweden,2017,SWE,6.3266454,10057864,164.2299957,87.23737379
Sweden,2018,SWE,6.1082354,10175400,163.3600006,87.47374309
Sweden,2019,SWE,6.000227,10279120,168.4199982,87.70884202
Sweden,2020,SWE,5.4481683,10353682,163.7799988,87.94240469
Sweden,2021,SWE,5.7444434,10416134,171.7799988,88.1741652
Sweden,2022,SWE,5.459921,10487335,173.0500031,88.40385765
Sweden,2023,SWE,5.4462304,10551493,166.0500031,88.63121616
Sweden,2024,SWE,5.3694525,10606993,172.1499939,88.85597483
Sweden,2025,SWE,,10656636,170.7100067,
Switzerland,2000,CHE,7.3835354,7184003,66.12000275,73.30243052
Switzerland,2001,CHE,7.5580053,7226391,71.05000305,73.37629926
Switzerland,2002,CHE,7.1996136,7278744,65.41000366,73.41953241
Switzerland,2003,CHE,7.2867494,7333451,65.33999634,73.45187622
Switzerland,2004,CHE,7.25478,7384196,63.86999893,73.47613175
Switzerland,2005,CHE,7.282861,7431824,57.79999924,73.49510009
Switzerland,2006,CHE,7.192521,7478514,62.13000107,73.51158232
Switzerland,2007,CHE,6.8601065,7545386,66.43000031,73.52837951
Switzerland,2008,CHE,6.9494476,7641730,67.04000092,73.54829274
Switzerland,2009,CHE,6.643337,7737644,66.66999817,73.57412309
Switzerland,2010,CHE,6.763794,7825750,66.05000305,73.60867164
Switzerland,2011,CHE,6.136063,7914379,62.88000107,73.65058749
Switzerland,2012,CHE,6.2330213,7998927,68.12999725,73.75226296
Switzerland,2013,CHE,6.310096,8091199,68.69000244,74.11213848
Switzerland,2014,CHE,5.7266216,8190238,70.08000183,74.74026791
Switzerland,2015,CHE,5.608893,8283940,66.06999969,75.60449601
Switzerland,2016,CHE,5.604347,8374903,61.09999847,76.67266758
Switzerland,2017,CHE,5.464213,8453630,60.15000153,77.91262737
Switzerland,2018,CHE,5.2618136,8516341,66.29000092,79.29222016
Switzerland,2019,CHE,5.185306,8577525,70.56999969,80.77929073
Switzerland,2020,CHE,4.8497124,8640582,68.5,82.34168385
Switzerland,2021,CHE,5.03835,8707019,63.09000015,84.20064776
Switzerland,2022,CHE,4.6348886,8792180,61.72000122,84.92062663
Switzerland,2023,CHE,4.502466,8870564,70.06999969,85.18542127
Switzerland,2024,CHE,4.49567,8921979,78.37000275,85.461537
Switzerland,2025,CHE,,8967413,65.01999664,
Thailand,2000,THA,5.306275,63007815,95.51999664,31.46262127
Thailand,2001,THA,5.400673,63651137,100.9899979,32.74280548
Thailand,2002,THA,5.5362554,64266433,108.4400024,34.0732781
Thailand,2003,THA,5.6827803,64868164,115.9400024,35.42703544
Thailand,2004,THA,5.937886,65452049,124.1299973,36.78551628
Thailand,2005,THA,6.047902,66017415,130.4299927,38.13015944
Thailand,2006,THA,6.0468907,66567685,136.7799988,39.4424037
Thailand,2007,THA,6.4866276,67102388,142.5299988,40.70368787
Thailand,2008,THA,6.341045,67619835,145.4400024,41.89545074
Thailand,2009,THA,6.3992753,68121077,145.8999939,42.99913112
Thailand,2010,THA,6.6936607,68579443,157.5700073,44.00187366
Thailand,2011,THA,6.549754,69007212,153.3000031,44.80487236
Thailand,2012,THA,6.5713124,69436091,168.9600067,45.37356581
Thailand,2013,THA,6.470608,69845112,168.6399994,45.83213438
Thailand,2014,THA,6.528,70216362,173.7599945,46.31387995
Thailand,2015,THA,6.322373,70540787,177.8300018,46.95210438
Thailand,2016,THA,6.32822,70859835,179.8200073,47.88010956
Thailand,2017,THA,6.269352,71160183,176.7299957,49.23119736
Thailand,2018,THA,6.5208383,71376081,177.7599945,54.58437347
Thailand,2019,THA,6.721876,71522264,186.5099945,55.92661667
Thailand,2020,THA,6.720122,71641484,176.4799957,57.23587799
Thailand,2021,THA,6.1994133,71727338,176.3600006,58.50877762
Thailand,2022,THA,6.398993,71735321,180.3699951,59.74237442
Thailand,2023,THA,6.267803,71702436,190.4799957,60.93419266
Thailand,2024,THA,6.3726296,71668010,199.5200043,61.86893384
Thailand,2025,THA,,71619866,188.2400055,
Turkiye,2000,TUR,4.899833,65425957,124.3799973,58.970612
Turkiye,2001,TUR,4.673094,66245125,122.2399979,59.87224614
Turkiye,2002,TUR,4.452392,67048792,128.4600067,60.73853427
Turkiye,2003,TUR,5.0196548,67831735,139.5399933,61.58450607
Turkiye,2004,TUR,4.8469777,68592621,149.75,62.43884812
Turkiye,2005,TUR,4.8775573,69329557,161.6300049,63.33024703
Turkiye,2006,TUR,5.1350193,70045351,176.25,64.28738939
Turkiye,2007,TUR,5.47966,70750593,191.5200043,65.33896182
Turkiye,2008,TUR,5.34317,71562343,198.3699951,66.51365089
Turkiye,2009,TUR,5.5325003,72464846,194.8099976,67.84014322
Turkiye,2010,TUR,5.4210367,73346766,211.1799927,69.34712539
Turkiye,2011,TUR,5.8518553,74215203,229.3899994,71.00287235
Turkiye,2012,TUR,6.03907,75197196,239.4900055,73.77886802
Turkiye,2013,TUR,5.9966764,76403032,240.1499939,78.52183684
Turkiye,2014,TUR,6.097281,78036154,251.9499969,83.60248507
Turkiye,2015,TUR,6.310923,80014222,261.769989,87.2167108
Turkiye,2016,TUR,6.4521604,81652087,274.3999939,88.10209586
Turkiye,2017,TUR,6.70257,83083667,297.2900085,88.03204727
Turkiye,2018,TUR,6.3569684,84415966,300.1499939,88.16557496
Turkiye,2019,TUR,6.262775,85357670,300.1799927,88.66181529
Turkiye,2020,TUR,6.6043997,86091691,302,88.9303115
Turkiye,2021,TUR,7.2773814,86686254,327.8800049,89.17620482
Turkiye,2022,TUR,7.0216107,87058469,320.5599976,89.03811646
Turkiye,2023,TUR,7.5199285,87270502,319.7900085,89.02184468
Turkiye,2024,TUR,7.7738886,87473800,341.230011,89.34431229
Turkiye,2025,TUR,,87685427,353.8599854,
USA,2000,USA,25.639954,281484126,3802.100098,79.07408979
USA,2001,USA,24.540426,284279634,3727.570068,79.30862237
USA,2002,USA,24.588982,287084335,3844.22998,79.54610398
USA,2003,USA,24.992226,289908091,3868.939941,79.77733503
USA,2004,USA,24.98296,292786248,3951.949951,79.9960937
USA,2005,USA,25.121346,295716666,4034.98999,80.19615817
USA,2006,USA,23.649693,298730208,4046.939941,80.37130664
USA,2007,USA,23.792126,301844223,4142.569824,80.51531729
USA,2008,USA,23.196795,304970325,4107.529785,80.62196829
USA,2009,USA,21.35525,308023452,3939.820068,80.68503784
USA,2010,USA,21.93616,311062785,4113.939941,80.69977447
USA,2011,USA,20.768974,314105075,4088.870117,80.69575543
USA,2012,USA,20.14632,317115349,4040.669922,80.68374934
USA,2013,USA,20.270061,320110752,4055.610107,80.66088928
USA,2014,USA,20.459463,323115377,4096.009766,80.62422318
USA,2015,USA,19.649694,326126496,4083.98999,80.57079895
USA,2016,USA,19.164675,329179423,4087.560059,80.49766453
USA,2017,USA,19.022083,332204657,4052.310059,80.40186784
USA,2018,USA,19.300438,335056492,4201.549805,80.2804568
USA,2019,USA,18.83059,337790069,4158.379883,80.13047934
USA,2020,USA,16.964767,339436156,4043.179932,79.99745176
USA,2021,USA,18.024174,340161438,4153.620117,80.00747651
USA,2022,USA,18.157791,341534041,4286.890137,80.03249782
USA,2023,USA,17.696815,343477330,4253.910156,80.07156112
USA,2024,USA,17.527048,345426566,4391.02002,80.1247798
USA,2025,USA,,347275809,4519.790039,
United Kingdom,2000,GBR,12.030104,59057333,377.0599976,79.82414083
United Kingdom,2001,GBR,12.062801,59288095,384.769989,79.98383013
United Kingdom,2002,GBR,11.6481905,59540764,387.2399902,80.11460627
United Kingdom,2003,GBR,11.732504,59820385,398.2099915,80.23315933
United Kingdom,2004,GBR,11.666466,60169964,393.9200134,80.34232849
United Kingdom,2005,GBR,11.797785,60596107,398.3500061,80.44559381
United Kingdom,2006,GBR,11.396607,61051093,397.269989,80.54643536
United Kingdom,2007,GBR,11.009777,61535859,396.8099976,80.6483332
United Kingdom,2008,GBR,10.524034,62027303,388.9599915,80.75476739
United Kingdom,2009,GBR,9.521238,62506222,376.7600098,80.86921801
United Kingdom,2010,GBR,9.661739,63006482,382.0599976,80.99516512
United Kingdom,2011,GBR,8.904943,63509285,367.9700012,81.13596856
United Kingdom,2012,GBR,9.144606,63960488,363.8699951,81.29056678
United Kingdom,2013,GBR,8.879191,64389386,358.2799988,81.45737687
United Kingdom,2014,GBR,8.183563,64865914,338.0799866,81.63557508
United Kingdom,2015,GBR,7.934455,65382107,338.8699951,81.82437723
United Kingdom,2016,GBR,7.4990807,65893359,339.1799927,82.02299917
United Kingdom,2017,GBR,7.201512,66354473,338.2200012,82.23065673
United Kingdom,2018,GBR,7.1199093,66752473,333.7600098,82.44656576
United Kingdom,2019,GBR,6.764814,67110958,327.1900024,82.66994207
United Kingdom,2020,GBR,6.1137676,67351860,310.2999878,82.90000153
United Kingdom,2021,GBR,6.2919416,67668788,307.8999939,82.98864315
United Kingdom,2022,GBR,5.751478,68179315,324.5799866,83.0753983
United Kingdom,2023,GBR,5.6289153,68682965,292.5299988,83.16019329
United Kingdom,2024,GBR,5.6448607,69138185,284.1600037,83.24295444
United Kingdom,2025,GBR,,69551334,292.3099976,
Uzbekistan,2000,UZB,6.647322,24787052,46.86000061,47.6731005
Uzbekistan,2001,UZB,6.8463826,25090289,47.95999908,48.49018863
Uzbekistan,2002,UZB,7.237721,25399987,49.40000153,49.25745927
Uzbekistan,2003,UZB,6.889623,25711261,48.74000168,49.95668815
Uzbekistan,2004,UZB,6.6716533,26029350,49.70000076,50.56965102
Uzbekistan,2005,UZB,6.5641236,26356977,47.66999817,51.07812363
Uzbekistan,2006,UZB,6.6829805,26699046,49.31999969,51.46388172
Uzbekistan,2007,UZB,6.409046,27076013,49.02000046,51.70870103
Uzbekistan,2008,UZB,6.653964,27494780,50.22000122,51.7943573
Uzbekistan,2009,UZB,5.6486387,27939333,50.09999847,51.61050415
Uzbekistan,2010,UZB,5.6359854,28385509,51.97000122,51.33216476
Uzbekistan,2011,UZB,5.948293,28823194,52.79999924,51.33955002
Uzbekistan,2012,UZB,6.0403743,29261908,53,51.33596802
Uzbekistan,2013,UZB,5.773713,29724065,54.61000061,51.12769699
Uzbekistan,2014,UZB,5.5326595,30222994,55.75,50.88687134
Uzbekistan,2015,UZB,5.30625,30749349,57.40999985,50.65973282
Uzbekistan,2016,UZB,5.4903674,31284565,58.70999908,50.65721893
Uzbekistan,2017,UZB,5.417868,31819172,60.84000015,50.67873764
Uzbekistan,2018,UZB,5.1880717,32373489,63.15000153,50.58149719
Uzbekistan,2019,UZB,5.334549,32964700,63.56000137,50.5920105
Uzbekistan,2020,UZB,5.206417,33586373,66.52999878,50.76704025
Uzbekistan,2021,UZB,5.616952,34243696,71.44000244,50.92699051
Uzbekistan,2022,UZB,5.376543,34938953,75.06999969,50.98474121
Uzbekistan,2023,UZB,5.3531094,35652311,76.80000305,50.99648411
Uzbekistan,2024,UZB,5.7250333,36361859,81.5,50.99866867
Uzbekistan,2025,UZB,,37053428,86.69999695,
Viet Nam,2000,VNM,4.6626506,77154016,26.55999947,24.36725269
Viet Nam,2001,VNM,3.7066178,77969357,30.61000061,24.94893627
Viet Nam,2002,VNM,3.508664,78772227,35.79999924,25.55409257
Viet Nam,2003,VNM,3.7600954,79563778,40.93000031,26.17454078
Viet Nam,2004,VNM,4.038995,80338977,46.20000076,26.80210013
Viet Nam,2005,VNM,3.72096,81088309,52.08000183,27.42858982
Viet Nam,2006,VNM,3.524362,82167901,57.90000153,28.04582906
Viet Nam,2007,VNM,3.7368128,83633374,64.16000366,28.64563705
Viet Nam,2008,VNM,3.7411697,85175789,70.94999695,29.21983301
Viet Nam,2009,VNM,4.494531,86460023,80.63999939,29.75813474
Viet Nam,2010,VNM,4.1218204,87455148,91.72000122,30.25040273
Viet Nam,2011,VNM,4.106761,88468315,101.5100021,30.69960417
Viet Nam,2012,VNM,3.9502141,89510355,115.1600037,31.12227794
Viet Nam,2013,VNM,4.0899177,90573103,124.4599991,31.53342017
Viet Nam,2014,VNM,6.3275867,91679582,141.25,31.94802699
Viet Nam,2015,VNM,5.6079726,92823254,161.9299927,32.38109454
Viet Nam,2016,VNM,5.138326,94000115,179.1699982,32.84761893
Viet Nam,2017,VNM,4.8881297,95176978,194.7200012,33.3625963
Viet Nam,2018,VNM,5.3712215,96237319,217.1799927,33.94102278
Viet Nam,2019,VNM,5.8620734,97173778,236.8899994,34.6239135
Viet Nam,2020,VNM,5.913452,98079196,244,35.57066763
Viet Nam,2021,VNM,5.3448215,98935101,253.6100006,36.65406564
Viet Nam,2022,VNM,5.408678,99680656,265.1099854,37.54785156
Viet Nam,2023,VNM,5.6218424,100352189,276.5899963,38.12989044
Viet Nam,2024,VNM,5.777901,100987685,303.5799866,38.49007034
Viet Nam,2025,VNM,,101598530,309.9899902,
World,2000,WLD,583.8636167,4340959850,13435.59015,3645.477633
World,2001,WLD,590.2284524,4386076705,13588.77013,3663.553592
World,2002,WLD,589.052319,4430584837,14056.49999,3681.133487
World,2003,WLD,608.2125043,4474185085,14530.04985,3698.374127
World,2004,WLD,611.4614656,4517093175,15209.34985,3715.43096
World,2005,WLD,593.8946361,4559820084,15802.62999,3732.743969
World,2006,WLD,595.7929012,4602701194,16397.27984,3749.545994
World,2007,WLD,604.3171929,4646055318,17187.08989,3765.243616
World,2008,WLD,598.4594589,4689651806,17513.97965,3781.244211
World,2009,WLD,562.8501593,4733614874,17326.29999,3796.271473
World,2010,WLD,585.2049783,4777548408,18450.01019,3810.68786
World,2011,WLD,576.5935939,4820917390,19084.06006,3825.590357
World,2012,WLD,574.7270382,4864624931,19500.73008,3838.570506
World,2013,WLD,557.0451956,4908657048,20033.41989,3855.404155
World,2014,WLD,545.6803893,4952283142,20535.22985,3873.031939
World,2015,WLD,542.4390168,4995201089,20690.16015,3891.367129
World,2016,WLD,531.8944674,5036947587,21268.22025,3903.39098
World,2017,WLD,534.8707128,5077956694,21909.61,3915.783531
World,2018,WLD,529.1916041,5116499592,22845.16997,3931.879919
World,2019,WLD,510.5481376,5151165233,23163.92015,3945.175047
World,2020,WLD,474.3206177,5179623774,23043.72987,3956.056713
World,2021,WLD,486.0927836,5200193422,24375.35992,3968.958942
World,2022,WLD,475.4758896,5221139756,24978.50001,3979.250906
World,2023,WLD,456.9654402,5243495656,25616.55034,3989.549718
World,2024,WLD,452.6630554,5262649522,26775.01999,3999.962724
World,2025,WLD,,4982344393,27091.1305,
