region_country,year,code,Greenhouse gas emissions per capita,population,electricity_generation,Urban_pct
Lithuania,2018,LTU,9.148461,2802485,2.920000076,67.1464742
Lithuania,2019,LTU,8.820782,2795057,3.339999914,67.24573517
Lithuania,2020,LTU,8.604642,2795766,4.699999809,67.42546082
Lithuania,2021,LTU,8.541605,2794490,4.300000191,68.1912117
Lithuania,2022,LTU,8.039239,2816923,4.039999962,68.28664524
Lithuania,2023,LTU,7.7618976,2854104,5.300000191,68.57545458
Lithuania,2024,LTU,7.6165133,2859112,7.389999866,68.82858333
Lithuania,2025,LTU,,2830150,8.890000343,
Luxembourg,2000,LUX,22.655863,436142,0.400000006,84.41821552
Luxembourg,2001,LUX,23.390553,441754,0.870000005,84.81732541
Luxembourg,2002,LUX,24.78571,446392,2.799999952,85.20342565
Luxembourg,2003,LUX,25.483948,451845,2.789999962,85.59062951
Luxembourg,2004,LUX,28.082796,458305,3.369999886,85.97990972
Luxembourg,2005,LUX,28.176489,465369,3.349999905,86.37356491
Luxembourg,2006,LUX,27.541542,472869,3.539999962,86.77389368
Luxembourg,2007,LUX,25.852715,480277,3.190000057,87.18319465
Luxembourg,2008,LUX,24.97084,488995,2.720000029,87.60376642
Luxembourg,2009,LUX,23.405407,498196,3.150000095,88.0379076
Luxembourg,2010,LUX,24.208204,507418,3.24000001,88.48791682
Luxembourg,2011,LUX,23.436344,518583,2.640000105,88.95628148
Luxembourg,2012,LUX,22.401007,530951,2.75999999,89.4405768
Luxembourg,2013,LUX,20.968025,543358,1.840000033,89.94137467
Luxembourg,2014,LUX,19.523592,556285,1.909999967,90.45778077
Luxembourg,2015,LUX,18.145311,569540,1.340000033,90.98936794
Luxembourg,2016,LUX,17.356775,583511,0.790000021,91.53570901
Luxembourg,2017,LUX,17.272379,596506,0.899999976,92.09637681
Luxembourg,2018,LUX,17.3876,608109,0.959999979,92.67094419
Luxembourg,2019,LUX,17.416641,620167,1.070000052,93.25898397
Luxembourg,2020,LUX,14.402449,630597,1.220000029,93.860069
Luxembourg,2021,LUX,14.675896,640276,1.230000019,94.58617434
Luxembourg,2022,LUX,12.558581,653315,1.210000038,94.76054009
Luxembourg,2023,LUX,11.682851,665101,1.409999967,94.80153003
Luxembourg,2024,LUX,11.798287,673042,1.50999999,94.84387029
Luxembourg,2025,LUX,,680454,1.539999962,
Malaysia,2000,MYS,10.226903,22967817,69.90000153,61.96945645
Malaysia,2001,MYS,11.28482,23526535,75.77999878,63.01808777
Malaysia,2002,MYS,11.518634,24102477,80.87000275,64.05636847
Malaysia,2003,MYS,11.228907,24679604,83.30999756,65.07509329
Malaysia,2004,MYS,11.721433,25256773,96.05999756,66.06478891
Malaysia,2005,MYS,11.474003,25836075,98.75,67.01598202
Malaysia,2006,MYS,11.611814,26417909,103.9899979,67.91919928
Malaysia,2007,MYS,12.067561,26998383,108.5500031,68.76496739
Malaysia,2008,MYS,13.073788,27570052,113.8300018,69.54381301
Malaysia,2009,MYS,13.976342,28124779,116.1100006,70.24626284
Malaysia,2010,MYS,13.47441,28655772,125.0400009,70.86253148
Malaysia,2011,MYS,15.164051,29162034,127.0699997,71.42451667
Malaysia,2012,MYS,15.125122,29662835,134.0800018,71.96801279
Malaysia,2013,MYS,16.97209,30174269,140.9700012,72.48827171
Malaysia,2014,MYS,16.486542,30696133,147.4700012,72.98022069
Malaysia,2015,MYS,14.07767,31232796,150.1100006,73.438787
Malaysia,2016,MYS,12.559009,31789692,156.6499939,73.85889789
Malaysia,2017,MYS,12.030227,32355642,160.6399994,74.23548064
Malaysia,2018,MYS,11.849826,32910963,170.5800018,74.56346251
Malaysia,2019,MYS,11.730326,33440590,178.5,74.83777077
Malaysia,2020,MYS,10.885516,33889554,174.0099945,75.05118956
Malaysia,2021,MYS,11.263446,34282404,175.2100067,75.50886282
Malaysia,2022,MYS,11.0638895,34695494,183.6300049,75.97413571
Malaysia,2023,MYS,10.714272,35126295,187.8000031,76.44347521
Malaysia,2024,MYS,10.931114,35557670,198.1199951,76.91702966
Malaysia,2025,MYS,,35977834,201.0899963,
Mexico,2000,MEX,6.6141043,98625553,203.6199951,74.9203114
Mexico,2001,MEX,6.528195,100099101,210.2200012,75.29075576
Mexico,2002,MEX,6.4044704,101548627,215.7299957,75.68407528
Mexico,2003,MEX,6.559194,102978517,224.8999939,76.04617034
Mexico,2004,MEX,6.407211,104394131,235.3899994,76.32743974
Mexico,2005,MEX,6.5458355,105811504,247.9700012,76.47486244
Mexico,2006,MEX,6.6163616,107253666,256.25,76.49824557
Mexico,2007,MEX,6.424779,108774356,263.2600098,76.50473262
Mexico,2008,MEX,6.2865143,110374286,269.2900085,76.50904283
Mexico,2009,MEX,6.018841,111999720,267.7600098,76.514393
Mexico,2010,MEX,5.9013143,113623898,275.5700073,76.52444414
Mexico,2011,MEX,6.0547795,115243503,292.1499939,76.56678023
Mexico,2012,MEX,6.0874715,116818208,296.3900146,76.65851991
Mexico,2013,MEX,5.976894,118343572,297.1199951,76.79557681
Mexico,2014,MEX,5.8076186,119784265,303.3299866,76.97413671
Mexico,2015,MEX,5.650969,121072310,310.3599854,77.19038542
Mexico,2016,MEX,5.3409653,122251344,320.3500061,77.44050874
Mexico,2017,MEX,5.2209024,123400052,329.0899963,77.72069246
Mexico,2018,MEX,5.1400704,124573713,349.2900085,78.02712239
Mexico,2019,MEX,5.5542717,125762978,344.5700073,78.35598433
Mexico,2020,MEX,5.011475,126799053,325.730011,78.6779606
Mexico,2021,MEX,4.9409704,127648151,328.5899963,78.93240074
Mexico,2022,MEX,4.9063706,128613116,340.1499939,79.19968322
Mexico,2023,MEX,4.8827744,129739761,351.7000122,79.47349357
Mexico,2024,MEX,4.857969,130861001,355.1799927,79.7538806
Mexico,2025,MEX,,131946897,356.9700012,
Middle East and Caspian,2000,MECA,21.1657114,36285191,96.89000035,217.2388906
Middle East and Caspian,2001,MECA,21.7710281,36849166,99.4499998,218.145447
Middle East and Caspian,2002,MECA,21.459914,37403778,103.0200014,218.9992479
Middle East and Caspian,2003,MECA,21.5074648,37955919,103.8100023,219.78132
Middle East and Caspian,2004,MECA,20.7040418,38526500,105.9399996,220.4710869
Middle East and Caspian,2005,MECA,20.3192191,39114786,105.9299984,221.1286795
Middle East and Caspian,2006,MECA,20.8459516,39970452,111.000001,221.9020703
Middle East and Caspian,2007,MECA,20.5221175,40865704,115.6400013,222.7581679
Middle East and Caspian,2008,MECA,21.2886836,41567275,121.1600018,223.6527408
Middle East and Caspian,2009,MECA,19.3976334,42287192,119.1099977,224.4542261
Middle East and Caspian,2010,MECA,19.7353834,43019290,125.3000002,225.3239158
Middle East and Caspian,2011,MECA,20.08807,43774648,127.0399981,226.6204569
Middle East and Caspian,2012,MECA,21.1226893,44456822,132.5999985,228.0228813
Middle East and Caspian,2013,MECA,19.0198685,45465246,133.1900005,229.3131912
Middle East and Caspian,2014,MECA,18.1142903,46911882,134.8800011,230.6392449
Middle East and Caspian,2015,MECA,17.7565777,48346995,140.7000027,232.2521642
Middle East and Caspian,2016,MECA,17.5942964,49500940,145.3900013,232.9094092
Middle East and Caspian,2017,MECA,17.05122,50415195,149.0600033,233.2253044
Middle East and Caspian,2018,MECA,16.6512395,51345866,152.539999,233.4280025
Middle East and Caspian,2019,MECA,16.3537757,52294059,156.8000011,233.7233772
Middle East and Caspian,2020,MECA,15.7052819,53251985,159.9699974,234.1675579
Middle East and Caspian,2021,MECA,16.0414443,54252977,166.9200058,234.5803152
Middle East and Caspian,2022,MECA,16.1101499,55298365,174.5100021,234.8875626
Middle East and Caspian,2023,MECA,15.2536487,56347842,178.0000038,235.187678
Middle East and Caspian,2024,MECA,15.2454043,57301759,185.5700016,235.4849969
Middle East and Caspian,2025,MECA,,46570610,168.7999954,
Netherlands,2000,NLD,13.755787,16058757,88.05999756,78.48268284
Netherlands,2001,NLD,13.915786,16182705,92.13999939,80.18405787
Netherlands,2002,NLD,13.738292,16288060,94.63999939,80.80852752
Netherlands,2003,NLD,13.966897,16366914,95.47000122,81.30113089
Netherlands,2004,NLD,14.10219,16425562,99.81999969,82.25095314
Netherlands,2005,NLD,13.832226,16465707,98.52999878,83.50489497
Netherlands,2006,NLD,13.530421,16493851,97.51999664,84.65322804
Netherlands,2007,NLD,13.350465,16531360,103.6800003,85.40892315
Netherlands,2008,NLD,13.115754,16597259,106.2099991,85.61495825
Netherlands,2009,NLD,12.6994705,16684148,112.3499985,86.22231796
Netherlands,2010,NLD,13.278125,16771232,118.0999985,87.35027902
Netherlands,2011,NLD,12.345781,16851061,112.6399994,88.0059205
Netherlands,2012,NLD,12.12254,16915191,102.2699966,88.53424624
Netherlands,2013,NLD,12.010267,16967066,100.5599976,89.17499924
Netherlands,2014,NLD,11.540744,17030085,102.0999985,89.83647871
Netherlands,2015,NLD,11.901897,17107429,108.9899979,90.27877372
Netherlands,2016,NLD,11.906459,17204693,113.9599991,90.58032395
Netherlands,2017,NLD,11.586332,17315376,116.0400009,91.12197007
Netherlands,2018,NLD,11.193614,17421285,113.0999985,92.60624724
Netherlands,2019,NLD,10.746435,17537505,120.0500031,93.88980289
Netherlands,2020,NLD,9.725289,17636732,121.9599991,94.25322778
Netherlands,2021,NLD,9.81627,17730565,120.8899994,94.62947832
Netherlands,2022,NLD,8.996612,17904421,119.9599991,94.98561777
Netherlands,2023,NLD,8.295883,18092526,119.9599991,95.32216821
Netherlands,2024,NLD,8.075445,18228740,122.3300018,95.63965171
Netherlands,2025,NLD,,18346823,134.9600067,
New Zealand,2000,NZL,24.453821,3857576,38.90999985,85.70596605
New Zealand,2001,NZL,29.251654,3891763,39.27999878,85.75451744
New Zealand,2002,NZL,26.211681,3951116,40.20999908,85.80615782
New Zealand,2003,NZL,24.863398,4022585,40.36999893,85.85796206
New Zealand,2004,NZL,22.393501,4083912,42.27000046,85.90177083
New Zealand,2005,NZL,21.280134,4135002,42.47999954,85.92993258
New Zealand,2006,NZL,23.250051,4181943,43.04000092,85.93568417
New Zealand,2007,NZL,21.490095,4223270,43.38000107,85.92918407
New Zealand,2008,NZL,23.24036,4261819,43.38999939,85.91447231
New Zealand,2009,NZL,20.708645,4304304,42.95000076,85.89183455
New Zealand,2010,NZL,19.921837,4347766,44.31000137,85.86140433
New Zealand,2011,NZL,20.34534,4382699,43.86000061,85.82331519
New Zealand,2012,NZL,20.403627,4411682,43.75,85.77770068
New Zealand,2013,NZL,20.620247,4453857,42.70000076,85.70801298
New Zealand,2014,NZL,20.06685,4522976,42.91999817,85.50766595
New Zealand,2015,NZL,19.310684,4614035,43.56999969,85.15187638
New Zealand,2016,NZL,18.758253,4714768,43.15000153,84.69136559
New Zealand,2017,NZL,18.908691,4812749,43.65999985,84.17010259
New Zealand,2018,NZL,18.654465,4900840,43.72999954,83.80178467
New Zealand,2019,NZL,18.285326,4989410,43.75,83.80496587
New Zealand,2020,NZL,18.020779,5069895,43.34999847,83.81389771
New Zealand,2021,NZL,17.476261,5107694,43.54999924,83.82993826
New Zealand,2022,NZL,16.382565,5131731,43.25,83.8547305
New Zealand,2023,NZL,15.895441,5172837,42.88999939,83.88989915
New Zealand,2024,NZL,15.712585,5213942,44.00999832,83.93706588
New Zealand,2025,NZL,,5251897,43.34000015,
North America,2000,NAM,56.697132,312375926,4405.920105,157.7033893
North America,2001,NAM,54.905508,315493212,4315.330078,158.1500989
North America,2002,NAM,54.316242,318619914,4444.019958,158.6451275
North America,2003,NAM,54.788226,321744574,4457.209961,159.1687157
North America,2004,NAM,54.510618,324918928,4550.449951,159.6884
North America,2005,NAM,54.009194,328156838,4655.48999,160.1722198
North America,2006,NAM,51.441109,331489382,4655.369934,160.5903727
North America,2007,NAM,51.204573,334936394,4776.759826,160.9578788
North America,2008,NAM,49.63062,338419413,4742.63977,161.2848628
North America,2009,NAM,44.967538,341849822,4553.690063,161.5442217
North America,2010,NAM,45.222545,345259685,4720.96997,161.7118637
North America,2011,NAM,45.392519,348660524,4727.140137,161.798898
North America,2012,NAM,44.709278,352037862,4677.2099,161.8350977
North America,2013,NAM,44.756984,355404173,4711.300109,161.8443292
North America,2014,NAM,45.154573,358749642,4748.979737,161.8354063
North America,2015,NAM,44.117908,362088732,4745.070007,161.817366
North America,2016,NAM,42.447811,365532768,4754.690064,161.7999656
North America,2017,NAM,42.891277,369013155,4721.660035,161.8037624
North America,2018,NAM,42.713968,372351488,4862.749817,161.830491
North America,2019,NAM,41.629422,375573003,4814.079895,161.8668465
North America,2020,NAM,37.817503,377608059,4699.069947,161.9484406
North America,2021,NAM,39.393446,378615496,4806.020141,162.1854044
North America,2022,NAM,39.163153,380355300,4950.970154,162.3825876
North America,2023,NAM,38.690969,382776428,4895.300171,162.5966176
North America,2024,NAM,37.725414,385168995,5027.809998,162.8250364
North America,2025,NAM,,387402537,5172.230041,
Norway,2000,NOR,12.59413,4490864,142.5200043,76.13389224
Norway,2001,NOR,13.041798,4513650,121.3199997,76.39586193
Norway,2002,NOR,12.81329,4538016,130.2400055,76.79554425
Norway,2003,NOR,13.280975,4564666,106.6699982,77.26000214
Norway,2004,NOR,13.304269,4591739,110.0999985,77.56845939
Norway,2005,NOR,12.940987,4623120,137.25,77.82601489
Norway,2006,NOR,13.04906,4660487,121.2200012,78.08772278
Norway,2007,NOR,13.47489,4709017,136.1100006,78.40725026
Norway,2008,NOR,13.066559,4768097,141.1900024,78.7541006
Norway,2009,NOR,12.436287,4828625,130.9700012,79.05708202
Norway,2010,NOR,12.882568,4889160,123.1399994,79.24500275
Norway,2011,NOR,12.399699,4952969,125.9300003,79.31162045
Norway,2012,NOR,11.927291,5018453,146.1799927,79.49059254
Norway,2013,NOR,11.938976,5080126,133.1399994,79.97239805
Norway,2014,NOR,11.939195,5137397,140.8800049,80.61171595
Norway,2015,NOR,12.032476,5189777,143,81.2378241
Norway,2016,NOR,11.799832,5235974,148.0299988,81.68000031
Norway,2017,NOR,11.692727,5276807,148.2700043,81.96997459
Norway,2018,NOR,11.684794,5311751,145.9400024,82.24521124
Norway,2019,NOR,11.311686,5347733,133.8300018,82.49358949
Norway,2020,NOR,10.946127,5379275,154.3200073,82.70298857
Norway,2021,NOR,11.027292,5408082,157.1300049,82.86128772
Norway,2022,NOR,10.939784,5456796,145.4199982,82.95636618
Norway,2023,NOR,10.488692,5519167,153.6300049,83.07185607
Norway,2024,NOR,10.075698,5576656,157.1100006,83.32937379
Norway,2025,NOR,,5623074,160.8099976,
Poland,2000,POL,10.758642,38258077,143.1799927,61.74591606
Poland,2001,POL,10.365953,38247359,143.7200012,61.75577086
Poland,2002,POL,9.958412,38229407,142.4900055,61.75815346
Poland,2003,POL,10.389685,38203527,150.0099945,61.72813744
Poland,2004,POL,10.284661,38167568,152.5399933,61.65551726
Poland,2005,POL,10.466003,38124377,155.2899933,61.54970108
Poland,2006,POL,10.564812,38071169,160.6999969,61.41996885
Poland,2007,POL,10.783574,38020420,158.5200043,61.27560052
Poland,2008,POL,10.491629,37995902,154.5,61.12587604
Poland,2009,POL,9.596262,38002153,150.8600006,60.98007535
Poland,2010,POL,10.541173,38095356,156.7700043,60.8474784
Poland,2011,POL,10.223787,38208644,162.8699951,60.73570907
Poland,2012,POL,10.011809,38247867,161.4799957,60.63416328
Poland,2013,POL,9.95442,38259267,163.7799988,60.53331875
Poland,2014,POL,9.488514,38265113,158.3500061,60.43400633
Poland,2015,POL,9.531838,38266314,164.3000031,60.33628868
Poland,2016,POL,9.899838,38263260,166,60.24022842
Poland,2017,POL,10.272359,38254964,169.9100037,60.1458882
Poland,2018,POL,10.486242,38241070,169.4299927,60.05333065
Poland,2019,POL,10.159065,38225884,163.2200012,59.96261841
Poland,2020,POL,9.521753,38171005,157.1499939,59.87381411
Poland,2021,POL,10.351931,38040303,178.7899933,59.80965132
Poland,2022,POL,9.798449,38385734,178.6000061,59.8315488
Poland,2023,POL,8.837036,38762847,165.5200043,59.88595614
Poland,2024,POL,8.623619,38539209,172.1199951,59.97054687
Poland,2025,POL,,38140913,173.2599945,
Portugal,2000,PRT,7.993119,10283196,43.20999908,54.40516354
Portugal,2001,PRT,7.9159193,10354329,46.06000137,55.0679833
Portugal,2002,PRT,7.9542747,10413045,45.54999924,55.78929987
Portugal,2003,PRT,7.5334496,10454246,46.38999939,56.58655095
Portugal,2004,PRT,7.249611,10481386,44.68000031,57.41718576
Portugal,2005,PRT,7.5551634,10502993,46.00999832,58.24507634
Portugal,2006,PRT,7.020241,10524123,48.40000153,59.03409471
Portugal,2007,PRT,7.3355336,10546822,46.70999908,59.7481129
Portugal,2008,PRT,6.810958,10564086,45.34000015,60.35100294
Portugal,2009,PRT,6.3176966,10576265,49.38000107,60.80663687
Portugal,2010,PRT,5.968899,10578659,53.47999954,61.07888672
Portugal,2011,PRT,5.950943,10557050,51.77999878,61.14106984
Portugal,2012,PRT,5.988246,10513155,45.43999863,61.14097939
Portugal,2013,PRT,5.6805134,10458287,50.34999847,61.14053152
Portugal,2014,PRT,5.6424356,10406203,51.79999924,61.13945374
Portugal,2015,PRT,6.058502,10370264,51.13999939,61.13746921
Portugal,2016,PRT,6.102547,10346377,59.04999924,61.13430112
Portugal,2017,PRT,6.7446084,10330838,57.59000015,61.12967265
Portugal,2018,PRT,7.0738177,10325355,58.34999847,61.12330697
Portugal,2019,PRT,6.300556,10343218,51.59999847,61.11492725
Portugal,2020,PRT,5.5728154,10370519,51.38999939,61.10425668
Portugal,2021,PRT,5.391431,10390957,49.22000122,61.09512493
Portugal,2022,PRT,5.5799294,10417074,46.33000183,61.12592558
Portugal,2023,PRT,5.362008,10430735,46.13999939,61.20486526
Portugal,2024,PRT,5.1978517,10425291,47.27000046,61.32819073
Portugal,2025,PRT,,10411831,51.13000107,
Romania,2000,ROU,5.5053315,22046264,51.56000137,52.8619549
Romania,2001,ROU,5.809407,21919916,53.54999924,52.76480869
Romania,2002,ROU,5.9453697,21770020,54.41999817,52.74664279
Romania,2003,ROU,5.904559,21593448,54.84000015,52.80234938
Romania,2004,ROU,6.220122,21403215,56.47000122,52.91752955
Romania,2005,ROU,5.9949455,21213395,59.33000183,53.07450703
Romania,2006,ROU,5.9599304,21035732,62.56000137,53.25663807
Romania,2007,ROU,6.32675,20870714,61.56000137,53.44727891
Romania,2008,ROU,6.398731,20718745,64.86000061,53.62978582
Romania,2009,ROU,6.3594027,20576922,57.59000015,53.78751503
Romania,2010,ROU,5.749893,20432575,60.41999817,53.90382279
Romania,2011,ROU,5.8371797,20282009,61.79999924,53.96088742
Romania,2012,ROU,5.854897,20158451,58.54000092,53.95630925
Romania,2013,ROU,5.3013573,20062913,58.18999863,53.9101758
Romania,2014,ROU,5.381046,19968179,64.91999817,53.82671876
Romania,2015,ROU,5.1532607,19871018,65.66000366,53.70718395
Romania,2016,ROU,5.1281643,19777049,64.22000122,53.5528172
Romania,2017,ROU,5.5804477,19689405,63.54000092,53.36486432
Romania,2018,ROU,6.4137454,19597874,64.06999969,53.14457116
Romania,2019,ROU,5.4853835,19501542,58.75999832,52.89318352
Romania,2020,ROU,5.4203525,19392467,55.20999908,52.61194725
Romania,2021,ROU,5.3775773,19248159,58.56000137,52.23215121
Romania,2022,ROU,5.053597,19166776,54.74000168,52.16348325
Romania,2023,ROU,4.7527685,19118482,56.95000076,52.1645747
Romania,2024,ROU,4.747173,19015096,52.72000122,52.16747789
Romania,2025,ROU,,18908655,49.81000137,
Russia,2000,RUS,13.201384,146717784,877.7600098,73.1568222
Russia,2001,RUS,13.468924,146117290,891.2700195,73.22998047
Russia,2002,RUS,13.214793,145939502,891.2800293,73.2929008
Russia,2003,RUS,13.801588,145794230,916.289978,73.40573883
Russia,2004,RUS,13.641435,145180091,931.9099731,73.30657959
Russia,2005,RUS,14.166554,144597886,954.1099854,73.16139221
Russia,2006,RUS,14.76748,144102948,992.1199951,73.24391937
Russia,2007,RUS,15.267593,143859767,1018.700012,73.38560486
Russia,2008,RUS,15.089112,143811837,1040,73.4822464
Russia,2009,RUS,15.635871,143869128,993.0999756,73.52886963
Russia,2010,RUS,17.133654,143934468,1038.02002,73.66963079
Russia,2011,RUS,15.825308,144043751,1054.859985,73.85348511
Russia,2012,RUS,17.563593,144291025,1069.27002,73.97265625
Russia,2013,RUS,16.401213,144604105,1059.079956,74.07629498
Russia,2014,RUS,15.64913,144925639,1064.199951,74.17764767
Russia,2015,RUS,17.458067,145307612,1067.550049,74.27591907
Russia,2016,RUS,17.462675,145778668,1090.969971,74.37031387
Russia,2017,RUS,17.515038,146186798,1091.170044,74.46003681
Russia,2018,RUS,17.286173,146430146,1109.189941,74.54429261
Russia,2019,RUS,17.206259,146533063,1118.160034,74.622286
Russia,2020,RUS,16.264328,146371295,1085.420044,74.69322168
Russia,2021,RUS,17.061714,145836172,1157.069946,74.75168402
Russia,2022,RUS,17.865038,145579889,1166.939941,74.85448936
Russia,2023,RUS,18.378408,145440502,1178.25,74.98050479
Russia,2024,RUS,18.845648,144820421,1209.310059,75.11191362
Russia,2025,RUS,,143997393,1192.790039,
Seychelles,2000,SYC,4.660248,83339,0.200000003,43.39742307
Seychelles,2001,SYC,4.846217,84621,0.200000003,43.21729859
Seychelles,2002,SYC,4.8543706,85878,0.230000004,43.09484645
Seychelles,2003,SYC,4.712053,87056,0.230000004,43.00493286
Seychelles,2004,SYC,5.137033,88175,0.230000004,42.92377569
Seychelles,2005,SYC,5.103831,89288,0.300000012,42.85103491
Seychelles,2006,SYC,5.116776,90391,0.319999993,42.78804314
Seychelles,2007,SYC,5.2317147,91483,0.340000004,42.73613301
Seychelles,2008,SYC,5.3058486,92563,0.340000004,42.69663713
Seychelles,2009,SYC,5.5837383,93644,0.349999994,42.67088812
Seychelles,2010,SYC,5.4499874,94993,0.379999995,42.66030724
Seychelles,2011,SYC,4.953813,97041,0.400000006,42.67398449
Seychelles,2012,SYC,5.0052915,99565,0.409999996,42.72617585
Seychelles,2013,SYC,4.836603,102108,0.439999998,42.81506963
Seychelles,2014,SYC,5.182127,104663,0.449999988,42.93862562
Seychelles,2015,SYC,5.4587073,107247,0.460000008,43.09480357
Seychelles,2016,SYC,5.891673,109836,0.5,43.28156325
Seychelles,2017,SYC,5.97216,112443,0.50999999,43.49686444
Seychelles,2018,SYC,6.003113,115053,0.519999981,43.7386669
Seychelles,2019,SYC,5.839177,117662,0.569999993,44.0049304
Seychelles,2020,SYC,5.8021317,120299,0.589999974,44.29361472
Seychelles,2021,SYC,5.814433,123000,0.600000024,44.60267961
Seychelles,2022,SYC,5.854606,125533,0.620000005,44.910821
Seychelles,2023,SYC,5.8578963,127961,0.620000005,45.09710813
Seychelles,2024,SYC,5.856652,130436,0.629999995,45.28986225
Slovakia,2000,SVK,9.865683,5380001,30.78000069,56.10588933
Slovakia,2001,SVK,10.322509,5379439,31.81999969,55.99684267
Slovakia,2002,SVK,10.181752,5377685,32.18000031,55.87761404
Slovakia,2003,SVK,10.094265,5376197,30.97999954,55.73860072
Slovakia,2004,SVK,10.513503,5376038,30.45999908,55.58438334
Slovakia,2005,SVK,10.797442,5376697,31.34000015,55.41898476
Slovakia,2006,SVK,11.1194315,5376847,31.25,55.24642784
Slovakia,2007,SVK,11.174377,5376993,27.85000038,55.07073545
Slovakia,2008,SVK,11.498968,5379127,28.70000076,54.89593045
Slovakia,2009,SVK,11.046034,5385074,25.93000031,54.7260357
Slovakia,2010,SVK,11.612928,5391857,27.45999908,54.56507407
Slovakia,2011,SVK,11.871488,5398105,28.28000069,54.4167388
Slovakia,2012,SVK,11.653419,5404877,28.29999924,54.27645283
Slovakia,2013,SVK,12.070249,5410422,28.5,54.13840241
Slovakia,2014,SVK,12.345165,5415238,27.12999916,54.00291255
Slovakia,2015,SVK,13.576614,5420278,26.62000084,53.8700628
Slovakia,2016,SVK,11.989122,5427262,26.79999924,53.73993271
Slovakia,2017,SVK,10.581483,5435702,27.42000008,53.61260182
Slovakia,2018,SVK,9.216518,5443229,26.65999985,53.48814969
Slovakia,2019,SVK,7.7159963,5450627,28.20999908,53.36665587
Slovakia,2020,SVK,6.386628,5455028,28.51000023,53.24819989
Slovakia,2021,SVK,6.470325,5442766,29.70000076,53.19014799
Slovakia,2022,SVK,5.0755115,5473195,26.54000092,53.19028311
Slovakia,2023,SVK,4.3753815,5518057,29.53000069,53.19080502
Slovakia,2024,SVK,3.5832222,5506759,29.52000046,53.1919703
Slovakia,2025,SVK,,5474874,29.10000038,
Slovenia,2000,SVN,9.939225,1986817,13.60999966,50.69750298
Slovenia,2001,SVN,10.792636,1989684,14.47999954,50.75975035
Slovenia,2002,SVN,10.906852,1991571,14.60000038,50.77445563
Slovenia,2003,SVN,11.034613,1992499,13.82999992,50.75538426
Slovenia,2004,SVN,10.98416,1993548,15.27000046,50.71244106
Slovenia,2005,SVN,11.094281,1996915,15.10999966,50.6487814
Slovenia,2006,SVN,11.190314,2003116,15.10999966,50.56725528
Slovenia,2007,SVN,14.158545,2014159,15.03999996,50.47071271
Slovenia,2008,SVN,12.614888,2025090,16.40999985,50.36200368
Slovenia,2009,SVN,11.809506,2035610,16.38999939,50.24397821
Slovenia,2010,SVN,12.12812,2044611,16.26000023,50.11948628
Slovenia,2011,SVN,12.13826,2048805,15.92000008,49.94638187
Slovenia,2012,SVN,12.135288,2053322,15.55000019,49.76194763
Slovenia,2013,SVN,11.579259,2056452,15.80000019,50.04665808
Slovenia,2014,SVN,10.491846,2058395,17.14999962,50.98347092
Slovenia,2015,SVN,10.69576,2059946,14.80000019,53.66121603
Slovenia,2016,SVN,11.139798,2061379,16.22999954,53.64727402
Slovenia,2017,SVN,11.253108,2062410,16.04999924,55.24511337
Slovenia,2018,SVN,10.653118,2069484,16.12000084,55.1913431
Slovenia,2019,SVN,10.461634,2083438,15.89000034,55.45232773
Slovenia,2020,SVN,9.393123,2102421,16.88999939,55.38439178
Slovenia,2021,SVN,9.310917,2113495,15.59000015,55.30462894
Slovenia,2022,SVN,8.888523,2115231,13.35999966,55.33778179
Slovenia,2023,SVN,8.378464,2118394,15.55000019,55.53789278
Slovenia,2024,SVN,8.547228,2118692,16.70999908,55.75777084
Slovenia,2025,SVN,,2117070,14.84000015,
South Africa,2000,ZAF,10.753548,47159715,210.6600037,56.25899549
South Africa,2001,ZAF,10.4600725,47566805,210.0899963,57.00143394
South Africa,2002,ZAF,9.940207,48019414,220.5800018,57.67235875
South Africa,2003,ZAF,10.765047,48500351,234.2400055,58.37243412
South Africa,2004,ZAF,11.556597,48991420,244.6100006,59.0977391
South Africa,2005,ZAF,10.695489,49490041,244.9299927,59.82417584
South Africa,2006,ZAF,11.243411,49998271,253.8099976,60.52764652
South Africa,2007,ZAF,11.641436,50528575,263.4899902,61.18405332
South Africa,2008,ZAF,12.00112,51114595,258.2900085,61.76929839
South Africa,2009,ZAF,11.350956,51728518,249.5599976,62.25928391
South Africa,2010,ZAF,10.973834,52344047,259.5899963,62.62991206
South Africa,2011,ZAF,10.952458,52995212,262.480011,62.85062775
South Africa,2012,ZAF,10.631916,53782570,257.8699951,62.96165603
South Africa,2013,ZAF,10.337776,54678789,255.9499969,63.05240241
South Africa,2014,ZAF,10.625931,55594840,254.7700043,63.13523271
South Africa,2015,ZAF,9.951787,56723536,250.0500031,63.20963499
South Africa,2016,ZAF,9.811252,57259550,252.8099976,63.27509734
South Africa,2017,ZAF,9.492857,57635158,255.1399994,63.33110783
South Africa,2018,ZAF,9.561661,58613001,256.2999878,63.37715452
South Africa,2019,ZAF,9.693312,59587880,253.0700073,63.4127255
South Africa,2020,ZAF,8.938566,60562374,240.7400055,63.43730883
South Africa,2021,ZAF,8.872801,61502602,245.4600067,63.45039259
South Africa,2022,ZAF,8.549892,62378417,239.1699982,63.47666992
South Africa,2023,ZAF,8.564516,63212386,232.9499969,63.58237052
