lag,ssr_F_stat,ssr_F_p_value,chi2_stat,chi2_p_value
1,1.020636936238793,0.33407451938496135,1.2989924643039186,0.2543973436155853
2,1.208266289105013,0.3479102645182693,3.9268654395912925,0.14037572238956042
